,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
736,2,1,1,1,0,0,0,0,10.0,4.0,467,1,0,0,-0.1,93.2,-42.0,4.021,5195.8,1
737,2,1,1,1,0,0,1,0,11.0,1.0,196,2,1,2,-3.0,92.713,-33.0,0.707,5023.5,1
738,0,1,1,0,1,0,0,0,7.0,2.0,157,2,0,0,1.4,93.444,-36.1,4.964,5228.1,0
739,0,1,1,0,1,0,0,0,6.0,1.0,690,1,0,0,1.4,93.918,-42.7,4.961,5228.1,1
740,0,1,1,0,0,1,0,1,10.0,2.0,125,1,0,0,-0.1,93.2,-42.0,4.12,5195.8,0
741,0,1,1,0,0,1,1,1,5.0,3.0,677,3,0,0,1.4,94.465,-41.8,4.955,5228.1,1
742,0,1,1,0,0,0,0,1,5.0,4.0,392,4,0,0,1.4,94.465,-41.8,4.947,5228.1,0
743,0,1,0,0,1,1,1,1,4.0,1.0,292,1,0,0,1.1,93.994,-36.4,4.856,5191.0,0
744,0,1,1,0,0,1,0,1,4.0,0.0,133,4,0,0,1.1,93.994,-36.4,4.857,5191.0,0
745,2,1,0,1,0,0,0,0,6.0,3.0,795,1,0,0,1.4,93.918,-42.7,4.958,5228.1,1
746,0,1,0,0,0,1,0,1,4.0,4.0,912,1,0,0,1.1,93.994,-36.4,4.859,5191.0,1
747,0,1,0,0,1,1,0,0,6.0,3.0,86,1,0,0,1.4,93.918,-42.7,4.968,5228.1,0
748,2,1,0,1,0,0,0,0,4.0,0.0,843,1,0,1,-1.8,92.893,-46.2,1.244,5099.1,1
749,2,1,0,0,1,1,1,0,3.0,0.0,114,1,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
750,0,1,1,0,1,0,0,0,6.0,0.0,367,2,0,0,1.4,93.918,-42.7,4.962,5228.1,0
751,2,1,0,1,0,0,0,0,6.0,0.0,562,4,0,0,-1.7,94.215,-40.3,0.827,4991.6,1
752,0,1,1,1,0,0,0,0,10.0,0.0,550,1,0,0,-0.1,93.2,-42.0,4.191,5195.8,0
753,2,1,0,0,0,0,0,0,6.0,2.0,435,1,0,0,1.4,93.918,-42.7,4.957,5228.1,1
754,1,1,1,0,1,0,0,1,5.0,2.0,473,1,0,0,1.4,94.465,-41.8,4.959,5228.1,0
755,2,1,0,1,0,1,0,0,8.0,4.0,294,4,1,3,-1.1,94.199,-37.5,0.879,4963.6,1
756,0,1,1,1,1,1,0,0,7.0,3.0,583,11,0,0,1.4,93.444,-36.1,4.962,5228.1,1
757,2,1,0,0,0,0,0,0,10.0,1.0,775,2,1,2,-3.4,92.649,-30.1,0.715,5017.5,1
758,2,1,0,1,0,1,1,0,10.0,4.0,1222,2,0,0,-0.1,93.2,-42.0,4.021,5195.8,1
759,0,1,1,1,0,1,0,0,10.0,3.0,291,2,0,0,-0.1,93.2,-42.0,4.076,5195.8,0
760,2,1,0,1,0,0,0,0,4.0,1.0,1221,2,0,1,-1.8,92.893,-46.2,1.344,5099.1,1
761,0,1,1,0,0,1,0,0,6.0,3.0,1461,4,0,0,1.4,93.918,-42.7,4.968,5228.1,1
762,0,1,0,0,0,0,0,1,4.0,1.0,650,3,0,0,1.1,93.994,-36.4,4.856,5191.0,1
763,2,1,1,1,0,0,0,1,4.0,2.0,152,1,0,0,1.1,93.994,-36.4,4.859,5191.0,0
764,0,1,1,0,1,0,0,0,6.0,1.0,179,5,0,0,1.4,93.918,-42.7,4.961,5228.1,0
765,1,1,1,1,0,1,1,0,8.0,4.0,730,1,0,1,-3.4,92.379,-29.8,0.803,5017.5,1
766,1,0,0,0,0,1,0,0,3.0,0.0,142,2,0,0,-1.8,93.749,-34.6,0.643,5008.7,1
767,2,1,1,0,0,0,0,1,4.0,3.0,325,1,0,0,-1.8,92.893,-46.2,1.327,5099.1,0
768,0,1,1,1,0,1,0,0,9.0,3.0,150,3,1,5,-1.1,94.601,-49.5,1.025,4963.6,1
769,0,1,0,0,0,0,1,0,6.0,4.0,18,7,0,0,1.4,93.918,-42.7,4.962,5228.1,0
770,0,1,1,0,0,1,0,1,5.0,4.0,37,4,0,0,1.4,94.465,-41.8,4.959,5228.1,0
771,0,1,0,0,0,1,0,0,7.0,2.0,138,1,0,0,1.4,93.444,-36.1,4.964,5228.1,0
772,0,1,0,0,0,0,0,0,4.0,1.0,247,1,0,0,-1.8,92.893,-46.2,1.344,5099.1,0
773,2,1,1,1,0,0,0,1,6.0,0.0,691,10,0,0,1.4,93.918,-42.7,4.96,5228.1,1
774,2,1,1,0,0,0,0,1,10.0,1.0,465,1,0,0,-0.1,93.2,-42.0,4.7,5195.8,1
775,2,1,1,1,0,1,0,0,4.0,0.0,638,2,0,0,-1.8,92.893,-46.2,1.244,5099.1,1
776,2,1,1,0,0,0,0,1,8.0,2.0,606,3,1,4,-1.1,94.199,-37.5,0.88,4963.6,1
777,2,1,1,0,0,0,0,0,9.0,3.0,142,1,0,0,-3.4,92.431,-26.9,0.722,5017.5,1
778,2,1,1,1,0,1,0,0,3.0,2.0,350,2,0,0,-1.8,93.075,-47.1,1.445,5099.1,1
779,0,0,1,1,0,1,0,0,10.0,3.0,60,1,0,0,-0.1,93.2,-42.0,4.076,5195.8,0
780,2,0,0,0,0,0,0,1,10.0,0.0,105,2,0,0,-3.4,92.649,-30.1,0.722,5017.5,0
781,0,1,1,1,0,0,0,1,4.0,3.0,431,1,0,0,1.1,93.994,-36.4,4.86,5191.0,0
782,0,1,1,0,0,1,0,0,6.0,3.0,604,1,0,0,1.4,93.918,-42.7,4.962,5228.1,0
783,1,0,0,1,0,1,0,0,9.0,1.0,418,2,0,0,-3.4,92.431,-26.9,0.728,5017.5,1
784,2,1,0,0,0,0,0,0,7.0,1.0,241,1,0,1,-1.7,94.027,-38.3,0.886,4991.6,0
785,0,1,1,0,0,0,1,0,6.0,1.0,849,1,0,0,1.4,93.918,-42.7,4.961,5228.1,1
786,2,1,0,1,0,1,1,0,2.0,0.0,174,2,0,1,-1.8,92.843,-50.0,1.56,5099.1,1
787,1,1,1,0,0,1,0,0,10.0,2.0,300,1,1,5,-1.1,94.767,-50.8,1.044,4963.6,1
788,2,1,1,1,0,0,1,1,4.0,1.0,234,5,0,0,1.1,93.994,-36.4,4.856,5191.0,0
789,2,1,1,1,0,0,0,0,3.0,0.0,81,3,0,0,-1.8,93.075,-47.1,1.405,5099.1,0
790,0,1,1,1,0,0,0,0,9.0,3.0,453,1,1,2,-1.1,94.601,-49.5,1.025,4963.6,1
791,0,1,1,1,0,1,0,0,6.0,3.0,567,5,0,0,-2.9,92.469,-33.6,1.072,5076.2,1
792,1,1,0,0,1,1,0,0,6.0,0.0,761,8,0,0,1.4,93.918,-42.7,4.962,5228.1,0
793,2,1,0,0,0,1,0,0,4.0,3.0,263,1,1,1,-1.8,93.876,-40.0,0.683,5008.7,1
794,0,1,0,1,0,1,0,0,3.0,4.0,882,3,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
795,0,1,1,0,0,1,0,0,6.0,0.0,128,22,0,0,1.4,93.918,-42.7,4.962,5228.1,0
796,1,1,1,0,1,1,0,0,7.0,2.0,388,4,0,0,1.4,93.444,-36.1,4.965,5228.1,0
797,0,1,0,1,0,0,0,0,6.0,0.0,128,2,0,0,-1.7,94.215,-40.3,0.793,4991.6,1
798,0,1,1,0,0,1,0,0,7.0,4.0,67,3,0,1,-2.9,92.201,-31.4,0.825,5076.2,0
799,2,1,1,0,1,0,0,1,5.0,4.0,113,1,0,0,1.4,94.465,-41.8,4.967,5228.1,0
800,2,0,0,0,0,0,0,0,4.0,0.0,64,2,0,1,-1.8,92.893,-46.2,1.354,5099.1,0
801,2,1,1,1,0,0,1,0,10.0,3.0,116,1,0,0,-0.1,93.2,-42.0,4.076,5195.8,0
802,1,0,1,1,0,0,0,0,8.0,3.0,529,2,1,1,-1.1,94.199,-37.5,0.884,4963.6,1
803,2,1,0,1,0,0,0,0,9.0,1.0,96,1,0,1,-3.4,92.431,-26.9,0.728,5017.5,1
804,2,1,1,0,1,0,0,0,7.0,0.0,98,3,0,0,1.4,93.444,-36.1,4.963,5228.1,0
805,2,1,0,1,0,1,1,1,6.0,2.0,108,3,0,0,1.4,93.918,-42.7,4.956,5228.1,0
806,0,1,1,0,1,1,0,0,6.0,3.0,273,6,0,0,1.4,93.918,-42.7,4.962,5228.1,0
807,2,1,0,0,0,1,0,0,6.0,0.0,595,2,0,0,1.4,93.918,-42.7,4.96,5228.1,0
808,2,1,1,0,0,1,0,1,9.0,1.0,154,1,0,0,-0.1,93.798,-40.4,4.86,5195.8,1
809,1,1,1,1,0,1,1,1,10.0,1.0,285,2,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
810,2,1,0,0,1,0,0,0,4.0,2.0,848,1,0,1,-1.8,92.893,-46.2,1.334,5099.1,1
811,2,1,0,0,0,1,0,0,5.0,0.0,181,2,0,0,-2.9,92.963,-40.8,1.26,5076.2,1
812,0,1,1,0,1,1,0,1,4.0,4.0,229,1,0,0,1.1,93.994,-36.4,4.859,5191.0,0
813,2,1,1,1,0,0,0,0,8.0,0.0,369,3,0,0,-1.1,94.199,-37.5,0.882,4963.6,1
814,1,1,1,1,0,1,0,0,7.0,2.0,210,4,0,0,-2.9,92.201,-31.4,0.834,5076.2,1
815,2,1,0,0,0,0,0,0,6.0,3.0,67,1,0,0,1.4,93.918,-42.7,4.963,5228.1,0
816,1,1,1,0,0,1,0,0,5.0,3.0,328,2,1,1,-2.9,92.963,-40.8,1.26,5076.2,1
817,0,1,1,0,1,0,0,1,6.0,2.0,32,3,0,0,1.4,93.918,-42.7,4.956,5228.1,0
818,0,1,1,1,0,0,1,0,11.0,0.0,893,1,0,0,-3.0,92.713,-33.0,0.706,5023.5,1
819,2,1,1,0,0,0,0,0,4.0,0.0,1388,2,0,0,-1.8,92.893,-46.2,1.299,5099.1,1
820,2,1,0,0,0,1,1,0,3.0,1.0,2299,2,0,0,-1.8,93.075,-47.1,1.453,5099.1,1
821,0,1,1,1,0,1,0,0,7.0,2.0,141,3,0,0,1.4,93.444,-36.1,4.964,5228.1,0
822,1,1,0,1,0,0,0,0,3.0,0.0,185,1,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
823,0,1,0,1,0,0,1,1,4.0,0.0,65,3,0,0,1.1,93.994,-36.4,4.858,5191.0,0
824,2,1,0,1,0,0,0,1,4.0,2.0,127,1,0,0,1.1,93.994,-36.4,4.858,5191.0,0
825,0,1,1,0,0,0,0,0,2.0,2.0,377,6,0,0,-1.8,92.843,-50.0,1.778,5099.1,1
826,0,1,1,0,1,1,0,0,4.0,4.0,119,1,0,0,-1.8,92.893,-46.2,1.25,5099.1,0
827,2,1,0,1,0,1,0,0,7.0,0.0,340,1,0,0,-2.9,92.201,-31.4,0.861,5076.2,1
828,1,1,1,1,0,1,0,0,7.0,3.0,81,2,0,0,1.4,93.444,-36.1,4.962,5228.1,0
829,0,1,1,1,0,1,1,0,3.0,3.0,269,1,0,1,-1.8,93.075,-47.1,1.365,5099.1,1
830,0,1,1,1,0,0,0,1,4.0,4.0,803,1,0,0,1.1,93.994,-36.4,4.859,5191.0,1
831,1,1,1,0,0,1,0,0,3.0,4.0,693,2,0,0,-1.8,93.075,-47.1,1.4,5099.1,1
832,2,1,0,1,0,0,0,1,4.0,0.0,1218,3,0,0,1.1,93.994,-36.4,4.858,5191.0,1
833,0,0,0,1,0,0,0,1,4.0,0.0,404,4,0,0,1.1,93.994,-36.4,4.857,5191.0,0
834,1,1,1,0,1,1,1,1,4.0,4.0,1252,1,0,0,1.1,93.994,-36.4,4.859,5191.0,1
835,2,1,1,0,0,1,1,0,4.0,4.0,485,1,0,0,-1.8,92.893,-46.2,1.25,5099.1,1
836,1,0,1,0,0,1,0,0,4.0,2.0,443,4,0,0,-1.8,93.876,-40.0,0.672,5008.7,1
837,0,1,0,0,1,1,0,1,4.0,2.0,189,1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
838,0,1,1,0,0,1,0,0,7.0,1.0,101,2,0,0,1.4,93.444,-36.1,4.966,5228.1,0
839,2,1,0,0,0,0,0,1,5.0,1.0,768,1,0,0,1.4,94.465,-41.8,4.864,5228.1,1
840,0,1,0,1,0,0,0,0,4.0,1.0,225,3,0,0,-1.8,92.893,-46.2,1.291,5099.1,0
841,2,1,0,1,0,1,0,1,11.0,2.0,395,1,0,0,-3.0,92.713,-33.0,0.715,5023.5,1
842,2,1,0,0,0,1,0,1,4.0,0.0,222,1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
843,1,1,1,0,0,0,0,1,4.0,2.0,890,26,0,0,1.1,93.994,-36.4,4.858,5191.0,0
844,2,1,0,0,1,1,0,0,4.0,3.0,983,4,0,0,-1.8,92.893,-46.2,1.327,5099.1,1
845,2,1,1,1,0,1,0,0,9.0,0.0,253,1,1,2,-1.1,94.601,-49.5,1.032,4963.6,1
846,2,1,0,1,0,1,0,0,10.0,1.0,187,2,0,0,-3.4,92.649,-30.1,0.716,5017.5,0
847,2,1,0,0,0,1,0,0,4.0,3.0,633,1,0,0,-1.8,92.893,-46.2,1.327,5099.1,0
848,1,1,1,1,0,1,0,0,7.0,3.0,175,3,1,3,-1.7,94.027,-38.3,0.899,4991.6,1
849,2,1,1,0,0,0,0,1,4.0,0.0,102,2,0,0,1.1,93.994,-36.4,4.857,5191.0,0
850,0,1,1,0,1,1,0,0,10.0,4.0,46,1,0,0,-0.1,93.2,-42.0,4.021,5195.8,0
851,2,0,0,1,0,0,0,0,6.0,2.0,429,2,1,3,-1.7,94.215,-40.3,0.896,4991.6,1
852,2,1,0,1,0,0,1,0,6.0,3.0,1027,1,0,0,1.4,93.918,-42.7,4.958,5228.1,1
853,1,1,1,1,0,0,0,1,5.0,3.0,498,7,0,0,1.4,94.465,-41.8,4.961,5228.1,0
854,2,1,0,1,0,1,0,0,6.0,4.0,127,10,0,0,1.4,93.918,-42.7,4.957,5228.1,0
855,0,1,1,0,0,0,0,0,4.0,0.0,84,2,0,0,-1.8,92.893,-46.2,1.299,5099.1,0
856,2,1,0,1,0,1,1,1,4.0,4.0,156,2,0,0,1.1,93.994,-36.4,4.855,5191.0,0
857,2,1,1,1,0,0,0,1,5.0,0.0,139,2,0,0,1.4,94.465,-41.8,4.961,5228.1,0
858,1,1,1,0,0,1,0,1,4.0,4.0,368,5,0,0,1.1,93.994,-36.4,4.857,5191.0,0
859,2,1,1,1,0,1,0,0,6.0,2.0,287,2,0,1,-1.7,94.215,-40.3,0.84,4991.6,1
860,0,1,0,0,1,0,0,0,6.0,0.0,699,2,0,0,1.4,93.918,-42.7,4.962,5228.1,1
861,1,1,1,0,1,1,0,0,6.0,3.0,20,20,0,0,1.4,93.918,-42.7,4.968,5228.1,0
862,2,1,0,0,0,0,0,0,4.0,4.0,760,1,0,0,-1.8,92.893,-46.2,1.25,5099.1,1
863,2,1,0,1,0,0,0,0,6.0,1.0,460,3,0,0,1.4,93.918,-42.7,4.962,5228.1,1
864,2,0,0,0,0,0,0,0,9.0,1.0,701,2,0,0,-1.1,94.601,-49.5,1.037,4963.6,1
865,1,1,1,0,1,0,1,0,7.0,3.0,360,1,0,0,1.4,93.444,-36.1,4.968,5228.1,0
866,1,1,1,1,0,1,1,0,6.0,3.0,395,1,1,2,-1.7,94.215,-40.3,0.782,4991.6,1
867,2,1,1,1,0,0,0,0,7.0,3.0,38,1,0,0,1.4,93.444,-36.1,4.964,5228.1,0
868,2,1,0,0,0,0,0,1,5.0,3.0,180,1,0,0,-1.7,94.055,-39.8,0.742,4991.6,0
869,1,1,1,0,1,1,0,0,7.0,2.0,145,1,0,0,1.4,93.444,-36.1,4.965,5228.1,0
870,2,1,0,1,0,0,0,0,7.0,3.0,149,1,1,2,-2.9,92.201,-31.4,0.851,5076.2,1
871,1,1,0,1,0,0,0,0,10.0,2.0,418,1,1,1,-0.1,93.2,-42.0,4.12,5195.8,1
872,1,1,1,1,0,1,0,1,8.0,1.0,722,1,0,0,-3.4,92.379,-29.8,0.77,5017.5,1
873,2,1,1,0,0,1,0,0,7.0,4.0,252,1,0,0,-2.9,92.201,-31.4,0.849,5076.2,1
874,2,1,1,0,0,0,0,0,7.0,4.0,79,1,0,1,-2.9,92.201,-31.4,0.881,5076.2,1
875,0,1,1,0,0,0,0,0,10.0,4.0,705,1,0,0,-0.1,93.2,-42.0,4.021,5195.8,1
876,0,1,1,1,0,1,1,0,11.0,0.0,122,3,0,0,-3.0,92.713,-33.0,0.715,5023.5,0
877,0,1,1,1,0,0,0,0,2.0,3.0,119,1,0,0,-1.8,92.843,-50.0,1.757,5099.1,0
878,0,1,1,1,0,1,0,0,4.0,0.0,288,1,1,1,-1.8,92.893,-46.2,1.264,5099.1,1
879,2,1,0,0,0,0,0,0,8.0,0.0,262,5,1,3,-1.1,94.199,-37.5,0.879,4963.6,1
880,0,1,0,0,0,1,0,1,2.0,2.0,557,1,0,0,-1.8,93.369,-34.8,0.655,5008.7,1
881,2,1,1,0,0,0,0,0,6.0,2.0,988,1,0,0,1.4,93.918,-42.7,4.963,5228.1,1
882,0,1,1,0,0,1,0,1,5.0,1.0,732,2,0,0,1.4,94.465,-41.8,4.864,5228.1,1
883,1,0,1,1,1,0,0,0,7.0,1.0,95,2,0,0,-2.9,92.201,-31.4,0.838,5076.2,1
884,0,1,1,1,0,0,0,0,8.0,4.0,110,6,0,3,-1.1,94.199,-37.5,0.883,4963.6,0
885,2,0,0,0,0,1,0,0,5.0,0.0,1144,2,0,0,-2.9,92.963,-40.8,1.266,5076.2,1
886,0,1,1,0,0,0,0,1,4.0,2.0,617,1,0,0,1.1,93.994,-36.4,4.856,5191.0,0
887,2,1,0,0,0,0,0,1,4.0,1.0,674,1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
888,2,1,1,0,0,0,0,0,10.0,3.0,1598,4,0,0,-0.1,93.2,-42.0,4.076,5195.8,1
889,2,1,0,0,0,0,0,0,4.0,4.0,553,2,0,0,-1.8,92.893,-46.2,1.313,5099.1,0
890,0,1,1,0,1,0,0,1,4.0,0.0,541,1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
891,0,1,0,1,0,1,0,0,5.0,2.0,300,2,1,1,-2.9,92.963,-40.8,1.26,5076.2,1
892,2,1,0,1,0,1,0,0,11.0,0.0,1141,1,0,0,-3.0,92.713,-33.0,0.706,5023.5,1
893,2,1,1,0,0,0,1,0,4.0,4.0,274,2,0,0,-1.8,92.893,-46.2,1.313,5099.1,0
894,1,0,1,0,0,1,0,0,10.0,2.0,234,1,0,0,-3.4,92.649,-30.1,0.716,5017.5,1
895,0,1,0,1,0,1,1,0,4.0,1.0,347,1,0,0,-1.8,92.893,-46.2,1.291,5099.1,0
896,2,1,1,0,0,1,0,0,10.0,1.0,97,2,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
897,2,1,0,0,0,1,0,0,3.0,0.0,114,2,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
898,1,1,1,1,0,0,0,1,5.0,0.0,364,2,0,0,1.4,94.465,-41.8,4.958,5228.1,0
899,0,1,1,0,0,1,0,0,3.0,2.0,805,2,0,1,-1.8,93.075,-47.1,1.498,5099.1,1
900,2,1,0,0,0,0,0,0,10.0,3.0,952,2,0,0,-0.1,93.2,-42.0,4.076,5195.8,1
901,0,1,0,0,0,0,0,0,4.0,0.0,722,4,0,0,-1.8,92.893,-46.2,1.244,5099.1,1
902,0,1,0,1,0,1,0,0,8.0,3.0,386,2,1,1,-1.1,94.199,-37.5,0.879,4963.6,1
903,1,0,0,0,0,1,0,1,5.0,4.0,10,15,0,0,1.4,94.465,-41.8,4.959,5228.1,0
904,1,1,0,0,0,0,1,0,4.0,0.0,639,2,0,0,-1.8,92.893,-46.2,1.244,5099.1,1
905,0,1,1,0,1,1,0,1,4.0,0.0,344,3,0,0,1.1,93.994,-36.4,4.857,5191.0,0
906,2,1,0,1,0,0,0,0,7.0,4.0,562,2,1,3,-1.7,94.027,-38.3,0.905,4991.6,1
907,0,1,1,1,0,0,0,0,7.0,2.0,91,1,0,0,1.4,93.444,-36.1,4.964,5228.1,0
908,1,1,0,1,0,1,0,0,6.0,0.0,404,2,0,0,1.4,93.918,-42.7,4.962,5228.1,0
909,2,1,1,0,0,0,0,1,4.0,2.0,102,1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
910,2,1,0,0,0,1,0,0,6.0,4.0,251,1,0,1,-1.7,94.215,-40.3,0.885,4991.6,1
911,0,1,1,1,0,1,0,0,8.0,1.0,173,1,1,1,-3.4,92.379,-29.8,0.755,5017.5,1
912,0,1,0,0,0,1,0,0,3.0,4.0,202,2,0,0,-1.8,93.075,-47.1,1.405,5099.1,0
913,2,1,1,1,0,1,0,0,5.0,1.0,305,1,0,0,-2.9,92.963,-40.8,1.262,5076.2,1
914,1,1,1,0,1,1,0,0,4.0,1.0,92,1,0,0,-1.8,92.893,-46.2,1.291,5099.1,0
915,0,1,1,0,0,0,0,1,4.0,4.0,43,2,0,0,1.1,93.994,-36.4,4.855,5191.0,0
916,1,1,1,0,0,1,0,0,6.0,0.0,76,2,0,0,1.4,93.918,-42.7,4.962,5228.1,0
917,2,1,0,1,0,1,0,0,7.0,3.0,812,1,0,0,1.4,93.444,-36.1,4.964,5228.1,1
918,0,1,0,1,1,1,0,0,6.0,3.0,190,1,0,0,1.4,93.918,-42.7,4.963,5228.1,0
919,0,1,1,1,0,0,1,1,4.0,4.0,359,4,0,0,1.1,93.994,-36.4,4.857,5191.0,0
920,0,1,1,0,0,0,0,0,6.0,4.0,126,2,0,0,1.4,93.918,-42.7,4.963,5228.1,0
921,2,1,0,1,0,0,0,0,3.0,0.0,96,1,0,0,-1.8,93.075,-47.1,1.405,5099.1,0
922,1,1,1,1,0,1,1,0,8.0,0.0,211,1,0,1,-3.4,92.379,-29.8,0.797,5017.5,1
923,2,1,0,1,0,1,0,0,6.0,0.0,366,3,0,0,1.4,93.918,-42.7,4.96,5228.1,0
924,2,1,0,0,0,0,1,1,4.0,1.0,1205,1,0,0,1.1,93.994,-36.4,4.856,5191.0,1
925,1,0,1,0,0,1,1,0,6.0,4.0,67,2,0,0,-2.9,92.469,-33.6,1.059,5076.2,0
926,0,1,1,0,0,0,0,1,4.0,1.0,70,2,0,0,1.1,93.994,-36.4,4.856,5191.0,0
927,1,0,1,0,0,1,0,0,7.0,4.0,137,1,1,1,-2.9,92.201,-31.4,0.869,5076.2,1
928,0,1,1,0,1,1,0,1,4.0,3.0,151,2,0,0,1.1,93.994,-36.4,4.86,5191.0,0
929,2,1,0,0,0,0,0,0,8.0,3.0,204,1,1,1,-1.1,94.199,-37.5,0.879,4963.6,1
930,2,1,0,1,0,1,1,0,4.0,0.0,447,1,0,0,-1.8,92.893,-46.2,1.354,5099.1,1
931,0,1,1,0,0,1,0,0,4.0,1.0,268,1,1,3,-1.8,93.876,-40.0,0.668,5008.7,1
932,2,1,1,1,0,1,0,0,7.0,3.0,965,2,0,0,1.4,93.444,-36.1,4.962,5228.1,1
933,0,1,1,0,0,1,1,0,3.0,0.0,390,1,0,0,-1.8,93.075,-47.1,1.405,5099.1,0
934,2,1,1,0,1,1,0,1,3.0,0.0,1353,2,1,1,-1.8,93.075,-47.1,1.466,5099.1,1
935,0,1,0,0,0,0,0,0,6.0,2.0,532,2,0,0,1.4,93.918,-42.7,4.963,5228.1,1
936,2,1,1,0,0,0,0,0,4.0,3.0,329,1,1,1,-1.8,92.893,-46.2,1.327,5099.1,0
937,0,0,1,0,0,0,0,0,6.0,3.0,1850,1,0,0,1.4,93.918,-42.7,4.962,5228.1,1
938,2,1,0,0,0,1,0,0,2.0,1.0,272,1,0,0,-1.8,92.843,-50.0,1.687,5099.1,1
939,0,1,0,1,0,0,0,0,7.0,1.0,278,1,0,0,-2.9,92.201,-31.4,0.859,5076.2,1
940,0,1,1,0,0,0,0,0,6.0,0.0,1130,3,0,0,1.4,93.918,-42.7,4.962,5228.1,1
941,2,1,1,1,0,0,0,0,6.0,2.0,96,4,0,0,1.4,93.918,-42.7,4.963,5228.1,0
942,1,1,1,0,1,1,0,1,7.0,1.0,1186,4,0,0,1.4,93.444,-36.1,4.968,5228.1,1
943,0,1,0,1,0,1,0,1,5.0,2.0,1255,1,0,0,1.4,94.465,-41.8,4.962,5228.1,1
944,2,1,1,0,0,1,0,0,4.0,1.0,161,5,0,1,-1.8,92.893,-46.2,1.291,5099.1,0
945,1,1,1,0,0,0,0,1,4.0,3.0,107,2,0,0,1.1,93.994,-36.4,4.86,5191.0,0
946,2,1,0,1,0,1,0,0,8.0,3.0,420,1,1,1,-3.4,92.379,-29.8,0.809,5017.5,0
947,0,1,1,0,1,1,0,1,5.0,3.0,56,2,0,0,1.4,94.465,-41.8,4.961,5228.1,0
948,0,1,1,1,0,0,0,0,8.0,2.0,265,2,1,2,-1.1,94.199,-37.5,0.886,4963.6,1
949,0,1,1,0,0,0,0,0,10.0,4.0,749,2,0,0,-0.1,93.2,-42.0,4.021,5195.8,1
950,1,1,1,1,0,1,0,1,4.0,4.0,428,2,0,0,1.1,93.994,-36.4,4.859,5191.0,0
951,0,1,0,0,0,1,0,0,3.0,3.0,354,1,1,1,-1.8,93.075,-47.1,1.365,5099.1,1
952,2,1,0,1,0,0,0,0,7.0,2.0,338,1,0,0,-2.9,92.201,-31.4,0.854,5076.2,1
953,2,1,1,1,0,1,0,0,3.0,3.0,124,1,0,0,-1.8,93.075,-47.1,1.41,5099.1,0
954,2,1,0,0,0,0,0,0,4.0,3.0,492,1,1,2,-1.8,92.893,-46.2,1.266,5099.1,1
955,0,1,0,1,0,1,1,0,7.0,1.0,185,1,0,0,-2.9,92.201,-31.4,0.884,5076.2,1
956,0,1,1,1,0,0,1,0,10.0,1.0,1437,2,0,0,-0.1,93.2,-42.0,4.153,5195.8,1
957,2,1,1,0,1,1,0,0,6.0,2.0,790,2,0,0,1.4,93.918,-42.7,4.963,5228.1,0
958,2,1,1,1,0,0,0,0,7.0,1.0,471,2,0,0,1.4,93.444,-36.1,4.963,5228.1,0
959,0,1,0,1,0,1,0,0,2.0,4.0,376,2,0,0,-1.8,93.369,-34.8,0.653,5008.7,1
960,2,1,1,1,0,1,0,1,4.0,2.0,119,1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
961,1,1,1,1,0,0,0,1,4.0,4.0,134,1,0,0,1.1,93.994,-36.4,4.855,5191.0,0
962,2,1,0,1,0,1,0,0,7.0,3.0,206,1,0,0,1.4,93.444,-36.1,4.964,5228.1,0
963,2,1,0,1,0,1,0,0,8.0,3.0,530,1,1,1,-1.1,94.199,-37.5,0.879,4963.6,1
964,2,1,0,1,0,1,0,1,4.0,4.0,23,2,0,0,-1.8,92.893,-46.2,1.259,5099.1,0
965,0,1,1,1,0,0,0,0,10.0,4.0,21,6,0,0,-0.1,93.2,-42.0,4.021,5195.8,0
966,0,1,0,0,0,1,0,0,6.0,3.0,444,4,0,0,1.4,93.918,-42.7,4.958,5228.1,0
967,2,0,0,0,0,1,0,0,9.0,4.0,394,3,1,1,-1.1,94.601,-49.5,1.029,4963.6,1
968,2,1,1,0,0,1,0,0,5.0,1.0,183,2,0,1,-2.9,92.963,-40.8,1.286,5076.2,1
969,1,0,0,0,0,1,0,0,2.0,2.0,188,3,0,0,-1.8,92.843,-50.0,1.663,5099.1,1
970,2,1,0,0,0,1,0,0,3.0,0.0,190,1,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
971,0,1,0,0,0,0,0,0,7.0,2.0,307,1,0,0,-2.9,92.201,-31.4,0.879,5076.2,1
972,0,1,0,1,0,0,0,1,4.0,4.0,462,4,0,0,-1.8,92.893,-46.2,1.25,5099.1,1
